Invoice ID,Date,Quarter,Month_Name,Is_Weekend,Time,Shopping_Period,Store_Name,Branch,Store_Size,City,Customer type,Membership_Level,Gender,Age_Group,Product line,Eco_Premium,Unit price,Quantity,Tax 5%,Sales,Payment,cogs,gross margin percentage,gross income,Rating,Is_Holiday_Season,Is_Promotion
394-43-4238,2025-02-15,Q1,二月,True,12:42:00,午餐,全聯新莊店,全聯,中型,桃園市,Member,一般會員,Male,36-45,居家生活,True,533.1,5,133.28,2798.78,信用卡,2665.5,4.761904762,133.28,5.4,False,False
749-24-1565,2025-01-03,Q1,一月,False,12:02:00,午餐,好市多岡山店,好市多,大型,高雄市,Member,VIP會員,Female,56-65,美妝保養,True,778.64,9,350.39,7358.19,電子支付,7007.8,4.761904762,350.39,7.9,True,True
672-51-8681,2025-01-04,Q1,一月,True,18:19:00,晚餐,好市多台中店,好市多,大型,高雄市,Member,VIP會員,Female,65+,3C配件,False,2253.44,9,1014.05,21294.97,信用卡,20280.93,4.761904762,1014.05,9.7,True,False
263-87-5680,2025-03-18,Q1,三月,False,17:38:00,晚餐,家樂福重慶店,家樂福,大型,台北市,Member,一般會員,Female,36-45,居家生活,True,855.56,10,427.78,8983.36,電子支付,8555.58,4.761904762,427.78,7.8,False,False
573-58-9734,2025-03-28,Q1,三月,False,13:41:00,午餐,好市多內湖店,好市多,大型,台北市,Member,VIP會員,Female,46-55,時尚配件,False,1026.81,3,154.02,3234.45,電子支付,3080.43,4.761904762,154.02,5.1,False,False
817-69-8206,2025-03-01,Q1,三月,True,19:42:00,晚餐,好市多新莊店,好市多,大型,台中市,Member,金卡會員,Female,46-55,3C配件,False,3371.87,9,1517.34,31864.18,信用卡,30346.84,4.761904762,1517.34,6.5,False,True
888-02-0338,2025-01-25,Q1,一月,True,20:24:00,夜間,大潤發景平店,大潤發,大型,台北市,Normal,非會員,Male,26-35,3C配件,False,732.6,9,329.67,6923.11,電子支付,6593.44,4.761904762,329.67,5.9,True,False
677-11-0152,2025-01-15,Q1,一月,False,18:08:00,晚餐,全聯中和店,全聯,中型,桃園市,Member,一般會員,Female,56-65,食品飲料,False,2797.8,9,1259.01,26439.21,現金,25180.2,4.761904762,1259.01,8.8,True,False
142-63-6033,2025-03-20,Q1,三月,False,19:17:00,晚餐,大潤發景平店,大潤發,大型,台中市,Member,一般會員,Male,26-35,居家生活,True,2579.61,5,644.9,13542.98,電子支付,12898.07,4.761904762,644.9,4.9,False,True
656-16-1063,2025-01-04,Q1,一月,True,13:24:00,午餐,好市多內湖店,好市多,大型,高雄市,Member,VIP會員,Male,26-35,運動休閒,False,1569.46,3,235.42,4943.8,電子支付,4708.38,4.761904762,235.42,4.4,True,False
891-58-8335,2025-03-11,Q1,三月,False,15:53:00,下午,好市多桃園店,好市多,大型,桃園市,Member,金卡會員,Female,26-35,運動休閒,False,1001.11,7,350.39,7358.19,現金,7007.8,4.761904762,350.39,6.5,False,True
802-43-8934,2025-03-22,Q1,三月,True,15:05:00,下午,家樂福桂林店,家樂福,大型,高雄市,Normal,非會員,Male,46-55,居家生活,True,548.18,1,27.41,575.59,信用卡,548.18,4.761904762,27.41,8.3,False,False
560-30-5617,2025-03-24,Q1,三月,False,18:27:00,晚餐,全聯逢甲店,全聯,中型,台南市,Member,一般會員,Female,46-55,運動休閒,False,743.1,5,185.78,3901.27,電子支付,3715.5,4.761904762,185.78,8.5,False,False
319-74-2561,2025-02-21,Q1,二月,False,16:55:00,下午,家樂福汐止店,家樂福,大型,台北市,Normal,非會員,Female,26-35,3C配件,False,2838.06,3,425.71,8939.9,現金,8514.19,4.761904762,425.71,5.5,False,True
549-03-9315,2025-02-12,Q1,二月,False,12:58:00,午餐,好市多汐止店,好市多,大型,台北市,Member,金卡會員,Male,36-45,時尚配件,False,3207.55,8,1283.02,26943.46,電子支付,25660.44,4.761904762,1283.02,8.7,False,False
790-29-1172,2025-03-10,Q1,三月,False,18:59:00,晚餐,全聯逢甲店,全聯,中型,新北市,Member,銀卡會員,Female,56-65,食品飲料,False,1720.2,3,258.03,5418.63,電子支付,5160.6,4.761904762,258.03,7.9,False,False
239-36-3640,2025-01-30,Q1,一月,False,13:44:00,午餐,家樂福高雄店,家樂福,大型,台中市,Member,一般會員,Male,26-35,3C配件,False,1359.96,6,407.99,8567.72,電子支付,8159.73,4.761904762,407.99,6.1,True,False
468-01-2051,2025-03-06,Q1,三月,False,13:46:00,午餐,全聯中山店,全聯,中型,桃園市,Normal,非會員,Male,65+,食品飲料,False,1862.4,7,651.84,13688.64,電子支付,13036.8,4.761904762,651.84,5.4,False,False
389-25-3394,2025-02-17,Q1,二月,False,18:06:00,晚餐,好市多汐止店,好市多,大型,高雄市,Member,金卡會員,Male,36-45,3C配件,False,399.3,5,99.82,2096.3,現金,1996.48,4.761904762,99.82,9.4,False,False
279-62-1445,2025-02-21,Q1,二月,False,12:38:00,午餐,好市多高雄店,好市多,大型,高雄市,Member,金卡會員,Female,26-35,時尚配件,False,423.98,1,21.2,445.18,現金,423.98,4.761904762,21.2,8.2,False,False
213-72-6612,2025-03-20,Q1,三月,False,15:56:00,下午,楓康北投店,楓康,中型,新北市,Member,一般會員,Male,56-65,食品飲料,False,1245.6,2,124.56,2615.76,現金,2491.2,4.761904762,124.56,6.2,False,False
746-68-6593,2025-01-11,Q1,一月,True,14:29:00,下午,全聯信義店,全聯,中型,高雄市,Member,銀卡會員,Female,46-55,運動休閒,False,2614.8,2,261.48,5491.08,信用卡,5229.6,4.761904762,261.48,9.7,True,False
836-82-5858,2025-01-26,Q1,一月,True,19:14:00,晚餐,全聯桃園店,全聯,中型,台北市,Member,一般會員,Male,65+,美妝保養,True,2081.1,9,936.5,19666.4,電子支付,18729.9,4.761904762,936.5,4.0,True,True
583-72-1480,2025-01-30,Q1,一月,False,16:24:00,下午,好市多岡山店,好市多,大型,高雄市,Member,金卡會員,Male,56-65,3C配件,False,1253.0,4,250.6,5262.59,電子支付,5011.99,4.761904762,250.6,9.7,True,True
466-61-5506,2025-02-26,Q1,二月,False,10:52:00,早晨,美廉社中壢店,美廉社,小型,新北市,Member,一般會員,Female,56-65,3C配件,False,2514.2,6,754.26,15839.49,現金,15085.22,4.761904762,754.26,5.3,False,False
721-86-6247,2025-03-11,Q1,三月,False,12:55:00,午餐,好市多中和店,好市多,大型,桃園市,Member,金卡會員,Female,26-35,居家生活,True,2144.23,8,857.69,18011.53,電子支付,17153.84,4.761904762,857.69,7.4,False,True
289-65-5721,2025-01-26,Q1,一月,True,19:28:00,晚餐,好市多汐止店,好市多,大型,台北市,Member,金卡會員,Female,26-35,時尚配件,False,2751.12,2,275.11,5777.35,現金,5502.24,4.761904762,275.11,6.5,True,False
545-46-3100,2025-03-12,Q1,三月,False,13:52:00,午餐,好市多台中店,好市多,大型,台北市,Member,金卡會員,Female,36-45,3C配件,False,358.05,3,53.71,1127.85,電子支付,1074.14,4.761904762,53.71,8.7,False,True
418-02-5978,2025-02-11,Q1,二月,False,10:54:00,早晨,家樂福板橋店,家樂福,大型,台中市,Normal,非會員,Female,26-35,美妝保養,True,2521.69,9,1134.76,23829.98,現金,22695.22,4.761904762,1134.76,8.0,False,False
269-04-5750,2025-02-21,Q1,二月,False,18:31:00,晚餐,好市多桃園店,好市多,大型,高雄市,Member,金卡會員,Male,56-65,時尚配件,False,2495.85,4,499.17,10482.59,現金,9983.42,4.761904762,499.17,6.7,False,False
157-13-5295,2025-03-09,Q1,三月,True,18:24:00,晚餐,全聯逢甲店,全聯,中型,台南市,Member,一般會員,Male,46-55,美妝保養,True,1558.2,10,779.1,16361.1,電子支付,15582.0,4.761904762,779.1,6.5,False,True
645-78-8093,2025-01-20,Q1,一月,False,18:09:00,晚餐,全聯一中店,全聯,中型,台中市,Member,一般會員,Female,26-35,運動休閒,False,2794.2,2,279.42,5867.82,電子支付,5588.4,4.761904762,279.42,4.1,True,False
211-30-9270,2025-01-28,Q1,一月,False,15:16:00,下午,大潤發安和店,大潤發,大型,台中市,Member,一般會員,Male,26-35,美妝保養,True,486.26,5,121.57,2552.87,信用卡,2431.31,4.761904762,121.57,4.9,True,True
755-12-3214,2025-03-05,Q1,三月,False,17:07:00,晚餐,好市多桃園店,好市多,大型,台中市,Member,金卡會員,Female,46-55,時尚配件,False,1495.08,5,373.77,7849.16,信用卡,7475.39,4.761904762,373.77,8.6,False,True
346-84-3103,2025-03-01,Q1,三月,True,19:26:00,晚餐,楓康北投店,楓康,中型,台中市,Normal,非會員,Female,18-25,3C配件,False,380.74,5,95.18,1998.86,電子支付,1903.68,4.761904762,95.18,4.3,False,True
478-06-7835,2025-01-11,Q1,一月,True,11:20:00,午餐,全聯台中店,全聯,中型,高雄市,Member,一般會員,Male,36-45,時尚配件,False,2690.7,1,134.53,2825.23,電子支付,2690.7,4.761904762,134.53,4.9,True,False
540-11-4336,2025-01-11,Q1,一月,True,16:49:00,下午,好市多內湖店,好市多,大型,新北市,Member,金卡會員,Male,26-35,食品飲料,False,843.22,9,379.45,7968.44,信用卡,7588.99,4.761904762,379.45,5.6,True,False
448-81-5016,2025-03-11,Q1,三月,False,12:01:00,午餐,家樂福內湖店,家樂福,大型,新北市,Member,一般會員,Male,46-55,美妝保養,True,1792.38,2,179.24,3764.0,信用卡,3584.77,4.761904762,179.24,5.8,False,False
142-72-4741,2025-02-28,Q1,二月,False,18:37:00,晚餐,好市多汐止店,好市多,大型,高雄市,Member,金卡會員,Male,18-25,時尚配件,False,3151.09,2,315.11,6617.29,信用卡,6302.18,4.761904762,315.11,6.0,True,True
217-58-1179,2025-01-05,Q1,一月,True,11:25:00,午餐,家樂福天母店,家樂福,大型,高雄市,Member,一般會員,Male,36-45,居家生活,True,1878.75,4,375.75,7890.74,現金,7514.99,4.761904762,375.75,4.2,True,True
376-02-8238,2025-02-02,Q1,二月,True,18:42:00,晚餐,好市多桃園店,好市多,大型,新北市,Member,金卡會員,Male,36-45,居家生活,True,3173.74,8,1269.5,26659.46,信用卡,25389.96,4.761904762,1269.5,8.3,True,True
530-90-9855,2025-01-01,Q1,一月,False,14:47:00,下午,愛買中壢店,愛買,大型,台北市,Member,一般會員,Male,26-35,居家生活,True,1301.21,8,520.48,10930.13,現金,10409.65,4.761904762,520.48,5.7,True,False
866-05-7563,2025-02-09,Q1,二月,True,19:43:00,晚餐,家樂福汐止店,家樂福,大型,台北市,Member,一般會員,Female,46-55,3C配件,False,2441.02,3,366.15,7689.22,現金,7323.07,4.761904762,366.15,4.8,False,False
604-70-6476,2025-01-23,Q1,一月,False,14:04:00,下午,愛買大直店,愛買,大型,新北市,Member,一般會員,Male,36-45,時尚配件,False,490.52,5,122.63,2575.21,電子支付,2452.58,4.761904762,122.63,6.8,True,True
799-71-1548,2025-01-07,Q1,一月,False,16:11:00,下午,大潤發景平店,大潤發,大型,桃園市,Member,一般會員,Male,26-35,3C配件,False,2170.72,4,434.14,9117.02,信用卡,8682.88,4.761904762,434.14,8.8,True,True
785-13-7708,2025-01-14,Q1,一月,False,19:06:00,晚餐,全聯忠孝店,全聯,中型,台中市,Normal,非會員,Male,65+,食品飲料,False,2191.8,7,767.13,16109.73,信用卡,15342.6,4.761904762,767.13,4.2,True,False
845-51-0542,2025-02-02,Q1,二月,True,15:34:00,下午,愛買水湳店,愛買,大型,台中市,Member,銀卡會員,Male,46-55,食品飲料,False,1272.77,9,572.75,12027.68,電子支付,11454.93,4.761904762,572.75,6.4,True,True
662-47-5456,2025-03-17,Q1,三月,False,19:06:00,晚餐,大潤發中崙店,大潤發,大型,新北市,Member,一般會員,Male,56-65,時尚配件,False,982.86,10,491.43,10320.0,信用卡,9828.57,4.761904762,491.43,8.4,False,False
883-17-4236,2025-03-01,Q1,三月,True,19:44:00,晚餐,美廉社台中店,美廉社,小型,台北市,Normal,非會員,Female,26-35,運動休閒,False,398.89,2,39.89,837.67,信用卡,797.78,4.761904762,39.89,7.2,False,True
290-68-2984,2025-03-16,Q1,三月,True,11:22:00,午餐,家樂福天母店,家樂福,大型,台中市,Member,一般會員,Male,56-65,居家生活,True,712.22,4,142.44,2991.3,現金,2848.86,4.761904762,142.44,5.2,False,True
704-11-6354,2025-01-06,Q1,一月,False,11:23:00,午餐,全聯台中店,全聯,中型,新北市,Normal,非會員,Male,36-45,居家生活,True,1767.0,8,706.8,14842.8,現金,14136.0,4.761904762,706.8,8.9,True,False
110-48-7033,2025-01-29,Q1,一月,False,14:12:00,下午,好市多岡山店,好市多,大型,桃園市,Member,VIP會員,Male,65+,時尚配件,False,1102.88,4,220.58,4632.11,現金,4411.53,4.761904762,220.58,9.0,True,True
366-93-0948,2025-01-30,Q1,一月,False,10:46:00,早晨,家樂福內湖店,家樂福,大型,新北市,Normal,非會員,Male,46-55,3C配件,False,1989.7,1,99.49,2089.19,信用卡,1989.7,4.761904762,99.49,9.7,True,False
729-09-9681,2025-02-05,Q1,二月,False,10:16:00,早晨,全聯一中店,全聯,中型,台中市,Member,金卡會員,Male,26-35,居家生活,True,777.3,6,233.19,4896.99,電子支付,4663.8,4.761904762,233.19,8.7,True,True
151-16-1484,2025-02-13,Q1,二月,False,12:38:00,午餐,全聯板橋店,全聯,中型,高雄市,Member,一般會員,Male,46-55,3C配件,False,967.5,4,193.5,4063.5,電子支付,3870.0,4.761904762,193.5,6.5,False,False
380-94-4661,2025-02-07,Q1,二月,False,13:05:00,午餐,家樂福天母店,家樂福,大型,台北市,Member,一般會員,Male,18-25,3C配件,False,1977.41,4,395.48,8305.12,信用卡,7909.63,4.761904762,395.48,6.9,False,True
850-41-9669,2025-03-19,Q1,三月,False,13:25:00,午餐,好市多中和店,好市多,大型,台北市,Member,VIP會員,Female,56-65,3C配件,False,2537.78,9,1142.0,23982.01,電子支付,22840.01,4.761904762,1142.0,6.2,False,False
821-07-3596,2025-03-07,Q1,三月,False,14:53:00,下午,家樂福內湖店,家樂福,大型,台中市,Normal,非會員,Female,36-45,時尚配件,False,493.3,4,98.66,2071.87,電子支付,1973.21,4.761904762,98.66,5.6,False,False
655-85-5130,2025-03-13,Q1,三月,False,19:22:00,晚餐,家樂福內湖店,家樂福,大型,高雄市,Member,銀卡會員,Female,56-65,時尚配件,False,1148.54,4,229.71,4823.87,現金,4594.16,4.761904762,229.71,5.7,False,False
447-15-7839,2025-02-09,Q1,二月,True,11:00:00,午餐,全聯中山店,全聯,中型,桃園市,Member,一般會員,Female,36-45,運動休閒,False,667.2,10,333.6,7005.6,電子支付,6672.0,4.761904762,333.6,4.2,False,True
154-74-7179,2025-02-26,Q1,二月,False,19:24:00,晚餐,家樂福台中店,家樂福,大型,台中市,Member,銀卡會員,Male,26-35,運動休閒,False,1632.85,1,81.64,1714.49,電子支付,1632.85,4.761904762,81.64,7.9,False,False
253-12-6086,2025-03-12,Q1,三月,False,12:43:00,午餐,家樂福桂林店,家樂福,大型,台中市,Normal,非會員,Female,56-65,運動休閒,False,2950.82,7,1032.79,21688.52,信用卡,20655.73,4.761904762,1032.79,8.7,False,True
808-65-0703,2025-03-14,Q1,三月,False,17:22:00,晚餐,好市多新莊店,好市多,大型,台北市,Member,金卡會員,Male,56-65,居家生活,True,1199.24,4,239.85,5036.81,信用卡,4796.96,4.761904762,239.85,6.9,False,False
571-94-0759,2025-01-08,Q1,一月,False,20:55:00,夜間,楓康內湖店,楓康,中型,台中市,Normal,非會員,Female,26-35,食品飲料,False,2148.48,10,1074.24,22559.04,現金,21484.8,4.761904762,1074.24,9.5,True,True
144-51-6085,2025-01-05,Q1,一月,True,16:05:00,下午,大潤發安和店,大潤發,大型,新北市,Normal,非會員,Male,26-35,居家生活,True,1975.77,4,395.15,8298.23,信用卡,7903.07,4.761904762,395.15,4.4,True,True
731-14-2199,2025-01-04,Q1,一月,True,13:34:00,午餐,家樂福汐止店,家樂福,大型,台中市,Member,一般會員,Female,36-45,居家生活,True,1065.77,10,532.89,11190.62,電子支付,10657.74,4.761904762,532.89,7.0,True,False
783-09-1637,2025-03-06,Q1,三月,False,18:13:00,晚餐,好市多中和店,好市多,大型,桃園市,Member,VIP會員,Female,36-45,運動休閒,False,2279.81,5,569.95,11968.99,電子支付,11399.04,4.761904762,569.95,6.3,False,False
687-15-1097,2025-01-03,Q1,一月,False,19:17:00,晚餐,好市多桃園店,好市多,大型,高雄市,Member,VIP會員,Female,56-65,美妝保養,True,714.07,2,71.41,1499.54,現金,1428.13,4.761904762,71.41,9.7,True,False
126-54-1082,2025-01-07,Q1,一月,False,11:44:00,午餐,全聯逢甲店,全聯,中型,台中市,Member,一般會員,Female,46-55,居家生活,True,646.2,9,290.79,6106.59,電子支付,5815.8,4.761904762,290.79,8.8,True,True
633-91-1052,2025-01-27,Q1,一月,False,15:51:00,下午,大潤發桃園店,大潤發,大型,新北市,Member,一般會員,Female,65+,居家生活,True,336.0,2,33.6,705.6,現金,672.0,4.761904762,33.6,5.1,True,False
477-24-6490,2025-02-26,Q1,二月,False,16:52:00,下午,楓康內湖店,楓康,中型,台中市,Normal,非會員,Female,46-55,美妝保養,True,2871.65,6,861.49,18091.38,電子支付,17229.89,4.761904762,861.49,7.9,False,False
566-19-5475,2025-01-07,Q1,一月,False,20:52:00,夜間,愛買復興店,愛買,大型,台北市,Member,一般會員,Male,18-25,時尚配件,False,1311.6,7,459.06,9640.23,現金,9181.17,4.761904762,459.06,6.2,True,False
526-86-8552,2025-01-07,Q1,一月,False,17:36:00,晚餐,家樂福桂林店,家樂福,大型,新北市,Member,一般會員,Female,36-45,居家生活,True,654.34,10,327.17,6870.55,現金,6543.38,4.761904762,327.17,7.1,True,True
376-56-3573,2025-02-02,Q1,二月,True,13:23:00,午餐,好市多汐止店,好市多,大型,台中市,Member,金卡會員,Female,36-45,時尚配件,False,3226.15,4,645.23,13549.83,電子支付,12904.6,4.761904762,645.23,6.4,True,True
537-72-0426,2025-03-20,Q1,三月,False,16:28:00,下午,楓康內湖店,楓康,中型,台北市,Member,一般會員,Male,46-55,時尚配件,False,2044.51,10,1022.26,21467.38,現金,20445.12,4.761904762,1022.26,5.7,False,False
828-61-5674,2025-03-20,Q1,三月,False,19:57:00,晚餐,全聯新莊店,全聯,中型,台中市,Member,一般會員,Male,65+,運動休閒,False,1320.6,10,660.3,13866.3,信用卡,13206.0,4.761904762,660.3,9.6,False,True
136-08-6195,2025-02-15,Q1,二月,True,17:01:00,晚餐,好市多中和店,好市多,大型,桃園市,Member,金卡會員,Female,36-45,居家生活,True,2365.35,8,946.14,19868.92,信用卡,18922.78,4.761904762,946.14,6.4,False,True
523-38-0215,2025-03-06,Q1,三月,False,13:29:00,午餐,全聯松山店,全聯,中型,台北市,Normal,非會員,Male,46-55,居家生活,True,1110.0,1,55.5,1165.5,信用卡,1110.0,4.761904762,55.5,7.9,False,False
490-29-1201,2025-01-06,Q1,一月,False,11:09:00,午餐,美廉社忠孝店,美廉社,小型,台北市,Normal,非會員,Female,46-55,運動休閒,False,425.22,1,21.26,446.49,現金,425.22,4.761904762,21.26,6.5,True,True
667-92-0055,2025-03-04,Q1,三月,False,15:02:00,下午,全聯三重店,全聯,中型,新北市,Normal,非會員,Male,18-25,美妝保養,True,2994.9,6,898.47,18867.87,電子支付,17969.4,4.761904762,898.47,8.5,False,True
565-17-3836,2025-03-12,Q1,三月,False,14:21:00,下午,全聯板橋店,全聯,中型,台北市,Member,一般會員,Female,18-25,美妝保養,True,1430.1,4,286.02,6006.42,電子支付,5720.4,4.761904762,286.02,9.1,False,True
498-41-1961,2025-02-20,Q1,二月,False,18:01:00,晚餐,全聯忠孝店,全聯,中型,高雄市,Member,一般會員,Male,65+,美妝保養,True,2000.4,5,500.1,10502.1,現金,10002.0,4.761904762,500.1,7.6,False,False
593-95-4461,2025-03-24,Q1,三月,False,14:49:00,下午,好市多岡山店,好市多,大型,台北市,Member,金卡會員,Male,26-35,居家生活,True,2531.02,1,126.55,2657.57,現金,2531.02,4.761904762,126.55,6.9,False,False
226-71-3580,2025-01-30,Q1,一月,False,12:02:00,午餐,全聯中壢店,全聯,中型,台中市,Member,銀卡會員,Female,36-45,運動休閒,False,712.5,9,320.62,6733.12,現金,6412.5,4.761904762,320.62,9.5,True,False
283-79-9594,2025-01-25,Q1,一月,True,13:30:00,午餐,楓康豐原店,楓康,中型,台北市,Normal,非會員,Female,36-45,食品飲料,False,1397.09,7,488.98,10268.6,電子支付,9779.62,4.761904762,488.98,5.2,True,True
430-60-3493,2025-02-03,Q1,二月,False,14:38:00,下午,全聯永和店,全聯,中型,台南市,Member,金卡會員,Female,46-55,居家生活,True,2846.4,7,996.24,20921.04,電子支付,19924.8,4.761904762,996.24,4.2,True,True
139-20-0155,2025-01-24,Q1,一月,False,17:37:00,晚餐,好市多汐止店,好市多,大型,台北市,Member,金卡會員,Male,36-45,3C配件,False,1362.54,10,681.27,14306.7,信用卡,13625.43,4.761904762,681.27,7.0,True,False
558-80-4082,2025-03-14,Q1,三月,False,17:20:00,晚餐,大潤發中和店,大潤發,大型,台中市,Normal,非會員,Male,36-45,3C配件,False,777.85,7,272.25,5717.2,電子支付,5444.95,4.761904762,272.25,6.0,False,False
278-97-7759,2025-02-18,Q1,二月,False,20:29:00,夜間,好市多桃園店,好市多,大型,台北市,Member,金卡會員,Female,36-45,3C配件,False,2112.45,1,105.62,2218.07,現金,2112.45,4.761904762,105.62,4.7,False,False
316-68-6352,2025-01-21,Q1,一月,False,10:00:00,早晨,好市多台中店,好市多,大型,新北市,Member,金卡會員,Female,36-45,食品飲料,False,1229.33,2,122.93,2581.6,現金,2458.66,4.761904762,122.93,7.1,True,True
585-03-5943,2025-03-13,Q1,三月,False,11:46:00,午餐,全聯信義店,全聯,中型,高雄市,Member,銀卡會員,Male,26-35,美妝保養,True,543.3,10,271.65,5704.65,電子支付,5433.0,4.761904762,271.65,5.9,False,False
211-05-0490,2025-03-03,Q1,三月,False,13:42:00,午餐,楓康三重店,楓康,中型,台中市,Member,一般會員,Female,26-35,3C配件,False,1495.3,5,373.82,7850.3,現金,7476.48,4.761904762,373.82,7.5,False,True
727-75-6477,2025-03-29,Q1,三月,True,14:44:00,下午,全聯桃園店,全聯,中型,新北市,Normal,非會員,Male,36-45,3C配件,False,865.2,4,173.04,3633.84,現金,3460.8,4.761904762,173.04,6.4,False,False
744-02-5987,2025-01-10,Q1,一月,False,14:16:00,下午,愛買豐原店,愛買,大型,新北市,Normal,非會員,Male,46-55,居家生活,True,2143.07,6,642.92,13501.32,電子支付,12858.4,4.761904762,642.92,5.8,True,False
307-83-9164,2025-01-25,Q1,一月,True,15:54:00,下午,好市多高雄店,好市多,大型,高雄市,Member,金卡會員,Male,18-25,居家生活,True,2028.94,4,405.79,8521.54,現金,8115.75,4.761904762,405.79,4.5,True,False
779-06-0012,2025-01-19,Q1,一月,True,10:21:00,早晨,全聯三重店,全聯,中型,台北市,Member,一般會員,Female,26-35,居家生活,True,2658.3,1,132.92,2791.21,現金,2658.3,4.761904762,132.92,7.7,True,False
446-47-6729,2025-01-02,Q1,一月,False,18:09:00,晚餐,家樂福高雄店,家樂福,大型,台北市,Member,一般會員,Male,46-55,時尚配件,False,2993.4,2,299.34,6286.14,信用卡,5986.8,4.761904762,299.34,6.7,True,True
573-10-3877,2025-03-12,Q1,三月,False,16:46:00,下午,家樂福高雄店,家樂福,大型,高雄市,Normal,非會員,Male,46-55,美妝保養,True,1169.83,1,58.49,1228.32,信用卡,1169.83,4.761904762,58.49,4.7,False,False
735-06-4124,2025-02-25,Q1,二月,False,15:31:00,下午,好市多內湖店,好市多,大型,台北市,Member,VIP會員,Male,26-35,食品飲料,False,1643.5,1,82.18,1725.68,現金,1643.5,4.761904762,82.18,4.4,False,False
439-54-7422,2025-03-18,Q1,三月,False,17:15:00,晚餐,好市多台中店,好市多,大型,新北市,Member,金卡會員,Female,46-55,3C配件,False,1730.73,4,346.15,7269.08,信用卡,6922.94,4.761904762,346.15,4.7,False,False
396-90-2219,2025-02-23,Q1,二月,True,12:29:00,午餐,好市多中和店,好市多,大型,新北市,Member,金卡會員,Female,36-45,3C配件,False,505.8,8,202.32,4248.7,現金,4046.38,4.761904762,202.32,8.6,False,True
411-77-0180,2025-03-26,Q1,三月,False,20:14:00,夜間,全聯三重店,全聯,中型,桃園市,Member,一般會員,Male,65+,3C配件,False,2166.0,7,758.1,15920.1,電子支付,15162.0,4.761904762,758.1,4.3,False,False
286-01-5402,2025-03-30,Q1,三月,True,13:22:00,午餐,全聯板橋店,全聯,中型,台中市,Member,銀卡會員,Female,18-25,運動休閒,False,1206.9,7,422.42,8870.72,電子支付,8448.3,4.761904762,422.42,9.6,False,True
803-17-8013,2025-02-17,Q1,二月,False,17:09:00,晚餐,大潤發中崙店,大潤發,大型,桃園市,Member,一般會員,Female,46-55,居家生活,True,2479.9,8,991.96,20831.2,現金,19839.24,4.761904762,991.96,4.1,False,False
512-98-1403,2025-03-21,Q1,三月,False,10:40:00,早晨,全聯板橋店,全聯,中型,台北市,Member,一般會員,Female,46-55,3C配件,False,794.4,3,119.16,2502.36,電子支付,2383.2,4.761904762,119.16,4.7,False,False
848-42-2560,2025-03-05,Q1,三月,False,17:43:00,晚餐,好市多新莊店,好市多,大型,台北市,Member,金卡會員,Female,18-25,時尚配件,False,2769.38,2,276.94,5815.69,現金,5538.75,4.761904762,276.94,7.8,False,True
532-59-7201,2025-01-30,Q1,一月,False,14:04:00,下午,美廉社信義店,美廉社,小型,台中市,Normal,非會員,Male,46-55,運動休閒,False,2215.66,6,664.7,13958.66,電子支付,13293.96,4.761904762,664.7,5.5,True,True
181-94-6432,2025-02-05,Q1,二月,False,19:05:00,晚餐,家樂福桂林店,家樂福,大型,新北市,Member,一般會員,Male,26-35,時尚配件,False,2079.07,2,207.91,4366.04,電子支付,4158.14,4.761904762,207.91,9.7,True,True
870-76-1733,2025-02-01,Q1,二月,True,10:08:00,早晨,大潤發板橋店,大潤發,大型,桃園市,Normal,非會員,Female,26-35,食品飲料,False,397.44,5,99.36,2086.58,信用卡,1987.22,4.761904762,99.36,4.4,True,True
423-64-4619,2025-03-07,Q1,三月,False,13:12:00,午餐,好市多汐止店,好市多,大型,桃園市,Member,金卡會員,Female,36-45,美妝保養,True,525.75,9,236.59,4968.29,現金,4731.71,4.761904762,236.59,5.0,False,True
227-07-4446,2025-02-10,Q1,二月,False,20:51:00,夜間,楓康豐原店,楓康,中型,台北市,Member,一般會員,Female,36-45,3C配件,False,2250.14,10,1125.07,23626.51,現金,22501.44,4.761904762,1125.07,4.4,False,False
174-36-3675,2025-02-14,Q1,二月,False,17:29:00,晚餐,全聯台中店,全聯,中型,新北市,Normal,非會員,Male,65+,食品飲料,False,2981.1,2,298.11,6260.31,現金,5962.2,4.761904762,298.11,5.2,False,True
428-83-5800,2025-02-09,Q1,二月,True,10:25:00,早晨,美廉社新莊店,美廉社,小型,台北市,Normal,非會員,Female,65+,食品飲料,False,584.34,3,87.65,1840.66,現金,1753.01,4.761904762,87.65,7.3,False,False
603-07-0961,2025-01-10,Q1,一月,False,11:34:00,午餐,全聯中和店,全聯,中型,高雄市,Normal,非會員,Male,26-35,3C配件,False,2243.7,5,560.93,11779.42,現金,11218.5,4.761904762,560.93,4.9,True,False
704-20-4138,2025-03-11,Q1,三月,False,18:58:00,晚餐,全聯松山店,全聯,中型,高雄市,Member,一般會員,Female,46-55,美妝保養,True,890.1,7,311.53,6542.23,信用卡,6230.7,4.761904762,311.53,8.1,False,False
787-15-1757,2025-02-18,Q1,二月,False,16:28:00,下午,全聯逢甲店,全聯,中型,台南市,Member,一般會員,Male,46-55,美妝保養,True,1322.1,4,264.42,5552.82,電子支付,5288.4,4.761904762,264.42,8.4,False,False
